brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price,drive_train_dummies,performance engine,fuel_type_dummies,efficiency
Land,Rover LR4 HSE,2012.0,117000.0,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,5.0,6-Speed A/T,0.0,Gasoline,Four-wheel Drive,19.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Beige,White,14500.0,1,1,1.0,1.0
Lexus,RX 350 F Sport,2019.0,51422.0,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,20.0,28.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Rioja Red,Caviar,38789.0,1,1,1.0,1.0
Jeep,Wrangler Unlimited Sahara,2019.0,37110.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,21.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Black,Bright White Clearcoat,39500.0,1,0,1.0,0.0
Volkswagen,Taos 1.5T SE,2022.0,14625.0,1.5L I4 16V GDI DOHC Turbo,1.5,7-Speed Automatic with Auto-Shift,1.0,Gasoline,Four-wheel Drive,25.0,32.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Black,Pure White,29000.0,1,0,1.0,1.0
Jaguar,F-TYPE R,2016.0,30374.0,5.0L V8 32V GDI DOHC Supercharged,5.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,23.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Jet /J et,Polaris White,53900.0,1,1,1.0,0.0
Lexus,IS 250 Base,2014.0,54397.0,2.5L V6 24V PDI DOHC,2.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,18.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Parchment,Starfire Pearl,25490.0,1,0,1.0,0.0
Toyota,Tundra Platinum,2018.0,79893.0,5.7L V8 32V MPFI DOHC,5.7,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,13.0,17.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black,Silver Sky Metallic,40990.0,1,1,1.0,0.0
Honda,Pilot Touring 8-Passenger,2020.0,51639.0,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1.0,Gasoline,Four-wheel Drive,19.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Black,Crystal Black Pearl,36327.0,1,1,1.0,1.0
Toyota,Corolla Hatchback SE,2022.0,14518.0,2.0L I4 16V PDI DOHC,2.0,Automatic CVT,1.0,Gasoline,Front-wheel Drive,32.0,41.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Black,Finish Line Red / Midnight Black Metallic,25299.0,3,0,1.0,1.0
Toyota,Tacoma TRD Pro,2021.0,21838.0,3.5L V6 24V PDI DOHC,3.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,18.0,22.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Black,Magnetic Gray Metallic,50901.0,1,1,1.0,0.0
Maserati,Quattroporte S Q4,2018.0,36475.0,3.0L V6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,25.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Cuoio,Bianco,44995.0,1,1,1.0,0.0
FIAT,500X Pop,2019.0,25357.0,1.3L I4 16V GDI SOHC Turbo,1.3,9-Speed Automatic,1.0,Gasoline,Four-wheel Drive,24.0,30.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Black,White,21998.0,1,0,1.0,1.0
FIAT,124 Spider Lusso,2017.0,26899.0,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,26.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Saddle,Grigio Moda Meteor Gray,21992.0,3,0,1.0,1.0
Maserati,Ghibli Base,2017.0,56708.0,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3.0,Automatic,1.0,Gasoline,Rear-wheel Drive,16.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Blu,Bianco,27790.0,3,1,1.0,0.0
Mazda,Mazda6 i Touring,2014.0,62820.0,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,21.0,28.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Black,Blue Reflex Mica,14990.0,3,0,1.0,1.0
MINI,Cooper,2010.0,81161.0,1.6L I4 16V MPFI DOHC,1.6,6-Speed Manual,0.0,Gasoline,Front-wheel Drive,28.0,35.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Black,White,8995.0,3,0,1.0,1.0
Porsche,718 Cayman GT4,2022.0,725.0,4.0L H6 24V GDI DOHC,4.0,7-Speed Automatic with Auto-Shift,1.0,Gasoline,Rear-wheel Drive,17.0,22.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Irish Green,159995.0,3,1,1.0,0.0
Lexus,NX 300h Base,2019.0,18786.0,2.5L I4 16V MPFI DOHC Hybrid,2.5,Automatic CVT,1.0,Hybrid,Four-wheel Drive,38.0,41.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Black,Eminent White Pearl,34595.0,1,0,2.0,1.0
Kia,Optima Hybrid EX,2016.0,38106.0,2.4L I4 16V MPFI DOHC Hybrid,2.4,6-Speed Automatic,1.0,Hybrid,Front-wheel Drive,21.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Beige,Aurora Black,15498.0,3,0,2.0,1.0
Toyota,Tundra SR5,2019.0,39180.0,5.7L V8 32V MPFI DOHC,5.7,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,13.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,White,49900.0,1,1,1.0,0.0
FIAT,500 Pop,2014.0,75312.0,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,31.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Avorio (Ivory),Granite Crystal,8995.0,3,0,1.0,1.0
Mitsubishi,Outlander Sport 2.0 ES,2020.0,29768.0,2.0L I4 16V MPFI DOHC,2.0,Automatic CVT,1.0,Gasoline,Four-wheel Drive,33.0,40.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,White,20288.0,1,0,1.0,1.0
Lexus,NX 350 Premium,2022.0,1799.0,2.4L I4 16V PDI DOHC Turbo,2.4,Automatic,1.0,Gasoline,Four-wheel Drive,13.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Black,Black,49998.0,1,0,1.0,0.0
FIAT,500 Pop,2015.0,68149.0,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1.0,Gasoline,Front-wheel Drive,31.0,40.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Nero,Bianco White,8995.0,3,0,1.0,1.0
Nissan,Titan PRO-4X,2020.0,31480.0,5.6L V8 32V GDI DOHC,5.6,9-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,21.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Black,Gray,43990.0,1,1,1.0,0.0
Mercedes-Benz,E-Class E 300,2019.0,28699.0,2.0L I4 16V GDI DOHC Turbo,2.0,9-Speed Automatic,1.0,Gasoline,Four-wheel Drive,17.0,23.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Brown,Polar White,37182.0,1,0,1.0,0.0
Mercedes-Benz,Maybach S 650 Base,2019.0,30254.0,6.0L V12 36V MPFI SOHC Twin Turbo,6.0,7-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,17.0,26.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black,designo Diamond White,121995.0,3,1,1.0,1.0
Jeep,Cherokee Latitude,2017.0,55377.0,"Tigershark MultiAir 2.4L I-4 variable valve control, engine with",2.4,Automatic,1.0,Gasoline,Front-wheel Drive,23.0,30.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Bright White Clearcoat,19994.0,3,0,1.0,1.0
Nissan,Sentra S,2019.0,20466.0,1.8L I4 16V MPFI DOHC,1.8,Automatic CVT,1.0,Gasoline,Front-wheel Drive,21.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Charcoal,Cloud White,17990.0,3,0,1.0,1.0
Volkswagen,Golf R 2.0T w/DCC & Navigation,2018.0,36286.0,2.0L I4 16V GDI DOHC Turbo,2.0,7-Speed Automatic with Auto-Shift,1.0,Gasoline,Four-wheel Drive,17.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Titan Black,Lapiz Blue Metallic,35000.0,1,0,1.0,0.0
Volkswagen,Tiguan 2.0T SE,2021.0,23625.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Front-wheel Drive,22.0,31.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Black,Pure White,25993.0,3,0,1.0,1.0
Volkswagen,Golf GTI 2.0T S 4-Door,2018.0,34910.0,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2.0,Automatic,1.0,Gasoline,Front-wheel Drive,20.0,24.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Titan Black,Night Blue Metallic,26499.0,3,0,1.0,1.0
Jaguar,XF 20d R-Sport,2018.0,111044.0,2.0L I4 16V DDI DOHC Turbo Diesel,2.0,8-Speed Automatic,1.0,Diesel,Rear-wheel Drive,24.0,34.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Brogue / Ebony,Loire Blue,20980.0,3,0,4.0,1.0
Chevrolet,Tahoe LT,2013.0,104571.0,5.3L V8 16V MPFI OHV,5.3,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,21.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,Ebony,Champagne Silver,17995.0,1,1,1.0,0.0
Toyota,Prius XLE,2020.0,29153.0,1.8L I4 16V MPFI DOHC Hybrid,1.8,Automatic CVT,1.0,Hybrid,Four-wheel Drive,48.0,52.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Moonstone,Classic Silver Metallic,29159.0,1,0,2.0,2.0
Porsche,Macan Base,2019.0,15046.0,2.0L I4 16V GDI DOHC Turbo,2.0,7-Speed Automatic with Auto-Shift,1.0,Gasoline,Four-wheel Drive,19.0,26.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Sapphire Blue Metallic,45431.0,1,0,1.0,1.0
Lexus,RX 350L Premium,2019.0,35187.0,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1.0,Gasoline,Front-wheel Drive,19.0,26.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Black,Black,38496.0,3,1,1.0,1.0
Lexus,RX 450h Base,2020.0,39805.0,3.5L V6 24V PDI DOHC Hybrid,3.5,Automatic CVT,1.0,Hybrid,Four-wheel Drive,18.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Parchment,White,49747.0,1,1,2.0,1.0
Jeep,Grand Cherokee Altitude,2015.0,101938.0,3.6L V6 24V MPFI DOHC Flexible Fuel,3.6,8-Speed Automatic,1.0,E85 Flex Fuel,Four-wheel Drive,17.0,25.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Black,Brilliant Black Crystal Pearlcoat,19422.0,1,1,3.0,1.0
Jaguar,XE 25t R-Sport,2018.0,35312.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,22.0,27.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Ebony / Pimento Red / Ebony,Fuji White,26895.0,3,0,1.0,1.0
Jaguar,F-PACE S,2018.0,70822.0,3.0L V6 24V GDI DOHC Supercharged,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,21.0,30.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Ebony,Santorini Black,30000.0,1,1,1.0,1.0
Mazda,CX-30 Turbo,2021.0,17309.0,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Black,Sonic Silver Metallic,28806.0,1,0,1.0,1.0
Lexus,UX 250h F Sport,2021.0,24696.0,2.0L I4 16V PDI DOHC Hybrid,2.0,Automatic CVT,1.0,Hybrid,Four-wheel Drive,28.0,31.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Red,Obsidian Black,37571.0,1,0,2.0,1.0
Mitsubishi,Outlander Sport ES,2017.0,56200.0,2.0L I4 16V MPFI DOHC,2.0,Automatic,1.0,Gasoline,Front-wheel Drive,24.0,30.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Black,Blue,18998.0,3,0,1.0,1.0
FIAT,124 Spider Classica,2017.0,59858.0,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Manual,0.0,Gasoline,Rear-wheel Drive,26.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Nero,Nero Cinema Jet Black,20474.0,3,0,1.0,1.0
Audi,A5 2.0T Prestige,2021.0,15029.0,2.0L I4 16V GDI DOHC Turbo,2.0,7-Speed Automatic with Auto-Shift,1.0,Gasoline,Four-wheel Drive,24.0,31.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Black,Mythos Black Metallic,41995.0,1,0,1.0,1.0
Lexus,GX 460 Base,2021.0,5119.0,4.6L V8 32V MPFI DOHC,4.6,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,18.0,24.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Black,Black Onyx,56175.0,1,1,1.0,1.0
FIAT,500 Pop,2014.0,110971.0,1.4L I4,1.4,Automatic 6-Speed,1.0,Gasoline,Front-wheel Drive,34.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Black,Charcoal,7495.0,3,0,1.0,1.0
Toyota,Highlander Platinum,2021.0,26553.0,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,20.0,27.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Black,Midnight Black Metallic,46479.0,1,1,1.0,1.0
Honda,Pilot Touring,2023.0,1820.0,Premium Unleaded V-6 3.5 L/212,3.5,Automatic,1.0,Gasoline,Four-wheel Drive,19.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Black,Radiant Red Metallic II,50988.0,1,1,1.0,1.0
Maserati,Levante S,2017.0,78350.0,3.0L V6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Black,Gray,36995.0,1,1,1.0,1.0
Volvo,XC90 T6 Momentum 6 Passenger,2020.0,25501.0,2.0L I4 16V GDI DOHC,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,20.0,30.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Charcoal,Thunder Gray Metallic,42065.0,1,0,1.0,1.0
Mitsubishi,Outlander GT,2018.0,57605.0,3.0L V6 24V MPFI SOHC,3.0,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,24.0,30.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Black,Black,20980.0,1,1,1.0,1.0
Land,Rover Discovery SE,2019.0,36915.0,3.0L V6 Turbo Diesel,3.0,Automatic,1.0,Diesel,Four-wheel Drive,17.0,22.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Acorn / Ebony / Light Oyster,Fuji White,40505.0,1,1,4.0,0.0
Audi,Q3 40 Premium,2021.0,57701.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Black,Nano Gray Metallic,26445.0,1,0,1.0,1.0
Mazda,CX-9 Carbon Edition,2023.0,4314.0,2.5L,2.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,27.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,Polymetal Gray Metallic,40341.0,1,0,1.0,1.0
Toyota,4Runner TRD Off Road Premium,2019.0,57608.0,"4L V-6 DOHC, VVT-i variable valve control, engine with 270HP",4.0,Automatic,1.0,Gasoline,Four-wheel Drive,17.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Black Graphite,Super White,41995.0,1,1,1.0,0.0
Alfa,Romeo Stelvio Ti,2020.0,33146.0,2.0L I4 16V GDI SOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Chocolate,Alfa White,32299.0,1,0,1.0,1.0
Mazda,CX-9 Carbon Edition,2023.0,5788.0,2.5L,2.5,6-Speed Automatic,1.0,Gasoline,Four-wheel Drive,22.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,Red,Polymetal Gray Metallic,42887.0,1,0,1.0,1.0
Maserati,Ghibli S Q4,2018.0,41996.0,3.0L V6 24V GDI DOHC Twin Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,15.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Rosso,Bianco,35495.0,1,1,1.0,0.0
Audi,A4 allroad 2.0T Premium,2017.0,43936.0,2.0L I4 16V GDI DOHC Turbo,2.0,7-Speed Automatic with Auto-Shift,1.0,Gasoline,Four-wheel Drive,23.0,28.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Black,Manhattan Gray Metallic,27992.0,1,0,1.0,1.0
Volvo,XC90 T6 Inscription 7 Passenger,2020.0,29409.0,2.0L I4 16V GDI DOHC,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,14.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Amber,Denim Blue Metallic,43750.0,1,0,1.0,0.0
Toyota,4Runner Limited,2021.0,20438.0,4.0L V6 24V MPFI DOHC,4.0,5-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,19.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Black / Graphite,Midnight Black Metallic,48997.0,1,1,1.0,0.0
Porsche,Panamera E-Hybrid 4,2018.0,94761.0,2.9L V6 24V GDI DOHC Twin Turbo Hybrid,2.9,8-Speed Automatic with Auto-Shift,1.0,Hybrid,Four-wheel Drive,19.0,23.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,Black,Gray,51944.0,1,1,2.0,1.0
Mercedes-Benz,SL-Class SL 400,2015.0,57300.0,3.0L V6 24V GDI DOHC Twin Turbo,3.0,7-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,20.0,28.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Bengal Red / Black,Iridium Silver Metallic,38980.0,3,1,1.0,1.0
Nissan,Xterra S,2014.0,63895.0,4.0L V6 24V MPFI DOHC,4.0,5-Speed Automatic,1.0,Gasoline,Four-wheel Drive,24.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Gray,Brilliant Silver,21995.0,1,1,1.0,1.0
Jaguar,F-PACE 30t Premium,2018.0,83782.0,2.0L I4 16V GDI DOHC Turbo,2.0,8-Speed Automatic,1.0,Gasoline,Four-wheel Drive,16.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,Ebony,Fuji White,23983.0,1,0,1.0,0.0
BMW,535 i,2015.0,93330.0,3.0L I6 24V GDI DOHC Turbo,3.0,8-Speed Automatic,1.0,Gasoline,Rear-wheel Drive,20.0,31.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Black,Black,17881.0,3,1,1.0,1.0
